pid,comment,Sentiment_for_model
606,"@yscenteno I wish to invest for this, however,  after i submit my agreement yesterday, i still can't key in anything in the investment amount, my username is cbfoo@yahoo.com, can you help to expedite ?",Neutral
607,"Hi, if i invest RM 100, can I know how much and when I will get back $?  thanks",Neutral
612," Hi, if i invest RM 100, can I know how much and when I will get back $?",Neutral
613,"@yscenteno said in [New Business Opportunity: BTF\- MBBT\-18010014](/post/611): > Business Term Financing : MBBT-18010014 > Industry        :   Wholesale trade > Funding amount      :   RM1,400,000 > Tenor      :  1 month > Simple interest rate p.a.      :  10.5% > Effective interest rate p.a.  : 10.5%  > Minimum investment amount :  RM 100 > Service fee : 0.16%  >  > new CF ( Saturday 13/1).   > Pre CF 10am and CF 4.00pm. >  > Please note that this SME has existing exposure with us under MBBT-17120056, > MBBT-17120055 and MBBT-17120044",Neutral
624,@evenu how did you finally end up doing the transfer of funds to Singapore? Instarem?,Neutral
629,1. Company and shareholder's background 2. Market sentiment on the Industry 3. Type of financing - Invoice or BTL,Neutral
630,"@evenu the scorecard based assessment mentioned above is basically the interest rate.  The higher the interest, the greater its risk.   > the principal director has eight credit cards, and seem to have loaded them with huge debts!  May I ask what the source of this information is?",Neutral
631,hi how i can join ？,Neutral
634,"@jonhan said in [Funding Societies Review \- KC Lau \(Personal finance author and trainer\)](/post/630): > May I ask what the source of this information is?  The Factsheet, of course.",Neutral
635,@jonhan - I used CIMB's TT service. Costly.,Negative
636,"@fshappy said in [Cross country investing with Funding Societies](/post/625): > as long as you can show proof of the funds leaving your account to the 3rd party account (transferwise/instarem etc such as bank statement) and then proof from the 3rd party gateway to our escrow/trustee account, we should be able to accept it.  Ah, then Instarem should be able to do the trick. Will try it when I next deposit funds into FSSG.",Neutral
638,https://bursagoinglong.wordpress.com/2017/09/13/p2p-financing-tips/,Neutral
639,what is advantage to invest in Singapore and Indonesia outside from home country?,Neutral
641,"@Steven more number of investment opportunities, better diversification. Right now, malaysia doesn't have so many loans to invest in. But Indo and singapore combined, you can distribute your wealth more.",Positive
643,"@evenu   >The recent one, for example, makes no reference to the fact (even under the ""Weaknesses"" heading) that the principal director has eight credit cards, and seem to have loaded them with huge debts!  But in this quote, you mentioned this information is not included in the factsheet right? Did you mean something else by this?",Neutral
645,"@steven said in [Cross country investing with Funding Societies](/post/639): > what is advantage to invest in Singapore and Indonesia outside from home country?  Well, if you have extra cash to invest, then adding new locations could prove advantages. Else, you may find the effort tiresome.  1) In Malaysia, the min. investment amount is RM100. To achieve a decent diversification, one apparently needs to invest (according to folks who have researched P2P lending) in around 100 loans concurrently. Which means, we'd need up to RM10,000. But, since reinvestment is possible, we could lower the requirement to, say, RM7,000. (I haven't quite worked out the numbers here.) In Singapore, the min. investment amount is SGD 100 (approx. RM300), and in Indonesia, it is IDR 1 Juta (also, approx. RM300). So, to achieve proper diversification in these markets, one would need at least RM20,000 in each. We may, of course, treat FSMY, FSSG and MDK as one big market. Even so, we'd still need to set aside approx. RM 10,000 for each (i.e. RM30,000 in total).  2) In Malaysia, we still have some time to review a loan before it is fulfilled. Not so in Singapore and Indonesia. Too many investors compared to borrowers, particularly for short-term loans and invoice financing. So, to participate, you really need to trust the underwriters of FS and hope the auto-investing tool does the work for you. There is no guarantee that you'd get to invest in all the loans through. FS has in place some algo that selects investors, and determines how much of their funds would be used should there be excessive investors.  3) The Factsheets put together by FSSG are quite detailed and helpful. The Indonesian Factsheets are naturally in Bahasa Indonesia; so, unless your BM is pretty decent, they may very well sound gibberish to you. My point: there is a bit of a learning curve there.  4) MYR, having significantly declined in value in 2014, is finally appearing to climb out of the rut. If the current trend continues, it would wipe out whatever returns we get in the near future from our investments in Indonesia or S'pore.  Despite all these apparent disadvantages, I have opted to invest in these places because, I --  * am desirous of the diversification they offer; * enjoy the novelty of the investment experience; and * like the promised returns that are quite handsome (in Indonesia, at least).",Positive
647,"@yscenteno Hi, is this confirmed? I'm new here. So whenever there's an upcoming financing will be updated here?",Neutral
648,"@josephyiong you will get an email too. Or if you don't want to miss anything, opt in for auto-invest",Neutral
649,how do I know what business the company running and is it really making a profit? How can I sell the share?,Neutral
650,what does that mean simple interest rate & effective interest rate?,Neutral
651,where can I find the company detail or information that I invest?,Neutral
652,"@2387581 I'm not new to FS but new to this forum. I have been investing in FS since early stage. Usually when I got email notification, the bidding happens on the same day typically at 4pm. If I'm interested, I would transfer the cash on the spot upon receiving the email. But everyone knows the balance would only be updated on the next working day. By the time the balance is updated the next working day, the financing has already been closed for bidding.  1. Back to the same topic again. It would be ideal to have a better real-time deposit system, instead of Bank Transfer + Verification system. This is too old school for a fintech like FS. Always be informed that it is on the way to have FPX or whatsoever, but no update until today.  2. Auto investment. This is only applicable to those who has much more cash on hand. Everyone knows that no interest could be earned in FS trustee account if not invested. Then, why would investors store so much money in FS trustee account whilst it is uncertain when would the next financing be?  So, I would suggest FS to implement the FPX system soonest possible for investors' convenience. And well understood Auto-investment method, but take note that it is not applicable to all investors.  TQ.",Neutral
